system_id,bulk_id,miller_index,nads,traj_id,bulk_symbols,slab_sid,ads_symbols,y_relaxed,natoms,nads2,adsorption_energy
28758,mp-1182093,"(1, 1, 0)",3,BaPdO5_mp-1182093_0W0cyQk8U4_2M69eZkKZs,Ba2Pd2O10,16580,C,-605.67944567,109,3,-3.1689127999999998
43902,mp-1182093,"(1, 2, 1)",2,509358681_BaPdO5_mp-1182093_58YAjK3sDH_qd4PT48hCj,Ba2Pd2O10,42940,OH,-432.85369333,81,2,0.9986983549999877
11356,mp-1182093,"(1, 1, 0)",1,BaPdO5_mp-1182093_0W0cyQk8U4_rLJzFDBbqQ,Ba2Pd2O10,16580,HO2,-588.55164615,109,1,3.9290611199999397
3525,mp-1182093,"(2, 1, 0)",1,BaPdO5_mp-1182093_ZXUpUugsTl_7FmNoBp0vP,Ba2Pd2O10,25067,H2O,-438.52941581,81,1,-0.5077455799999999
20805,mp-1182093,"(1, 1, 0)",1,BaPdO5_mp-1182093_bSFyPYTp1Y_gCqgwP9tu3,Ba2Pd2O10,15594,C,-434.88751033,79,1,-3.6503778300000187
29746,mp-1182093,"(2, 1, 0)",2,BaPdO5_mp-1182093_ZXUpUugsTl_5BAd1dmFPk,Ba2Pd2O10,25067,C,-438.9048064,80,2,-0.22506808499999753
3012,mp-1182093,"(1, 2, 0)",1,BaPdO5_mp-1182093_YYWnHZ1peL_bg9Pvf1Fwc,Ba2Pd2O10,4748,CO,-416.98916435,76,1,-1.1793722300000091
8106,mp-1182093,"(1, 1, 0)",1,BaPdO5_mp-1182093_bSFyPYTp1Y_bSoMRabr0C,Ba2Pd2O10,15594,OH,-433.45352243,80,1,1.2966100699999572
46052,mp-1182093,"(1, 0, 0)",1,2411243514_BaPdO5_mp-1182093_DH79ef78C4_LW7UrqtyOK,Ba2Pd2O10,42587,N,-404.13285192,77,1,3.5923985999999974
23047,mp-1182093,"(2, 1, 0)",2,BaPdO5_mp-1182093_ZXUpUugsTl_TbRDrSLtxu,Ba2Pd2O10,25067,O,-435.39353482,80,2,1.6575677049999875
45948,mp-1182093,"(1, 0, 0)",2,2411243514_BaPdO5_mp-1182093_DH79ef78C4_PflbFjrn1H,Ba2Pd2O10,42587,H,-406.21432225,78,2,-0.013035865000001756
41549,mp-1182093,"(1, 2, 1)",1,509358681_BaPdO5_mp-1182093_58YAjK3sDH_Xa10hsFTem,Ba2Pd2O10,42940,H,-419.45173903,78,1,-2.9046489900000223
33832,mp-1182093,"(1, 2, 0)",5,BaPdO5_mp-1182093_YYWnHZ1peL_xz8TEBhMvA,Ba2Pd2O10,4748,O,-429.92909716,79,5,1.6769389919999953
41560,mp-1182093,"(1, 0, 0)",1,2411243514_BaPdO5_mp-1182093_DH79ef78C4_jb0AQRnWJV,Ba2Pd2O10,42587,C,-404.10952036,77,1,2.638730160000029
41284,mp-1182093,"(1, 2, 1)",1,509358681_BaPdO5_mp-1182093_58YAjK3sDH_b5A8oOeNpi,Ba2Pd2O10,42940,H2O,-428.07280646,80,1,-0.6807164200000049
19187,mp-1182093,"(0, 1, 2)",1,BaPdO5_mp-1182093_wssSBa0lWp_mT0qX73Tqs,Ba2Pd2O10,15282,CO,-557.71558907,102,1,0.023223690000069297
9441,mp-1182093,"(0, 1, 2)",2,BaPdO5_mp-1182093_wssSBa0lWp_x1D8lhQvbl,Ba2Pd2O10,15282,O,-553.19349882,102,2,2.3361569700000437
1609,mp-984876,"(2, 1, 0)",1,Ba2Pd2O5_mp-984876_WGWnRLbVeC_WU2WQZujJq,Ba2Pd2O5,8424,HO2,-293.0243813,53,1,3.687233609999989
43983,mp-984876,"(2, 1, 0)",1,90423983501299385769012_Ba2Pd2O5_mp-984876_hzmKxygJtO_dLsm7CA0Gn,Ba2Pd2O5,41936,H2O,-269.17967137,49,1,-1.5072635499999993
42602,mp-984876,"(2, 1, 2)",4,123212059559_Ba2Pd2O5_mp-984876_xsjCY5vt23_F95y591H0s,Ba2Pd2O5,43446,O,-266.18468272,48,4,2.1412015399999937
38985,mp-984876,"(3, 1, 0)",1,Ba2Pd2O5_mp-984876_2RUK7qNICt_yGtjH9Vf9I,Ba2Pd2O5,17747,HO2,-448.68048758,80,1,3.067910750000035
34132,mp-984876,"(1, 1, 3)",1,Ba2Pd2O5_mp-984876_PveM2AVtXz_nM00X9OWON,Ba2Pd2O5,31646,HO2,-514.86711015,93,1,3.1237082899999926
27190,mp-984876,"(2, 1, 2)",1,Ba2Pd2O5_mp-984876_pKubSkhLKu_AhFLgy1XOM,Ba2Pd2O5,1262,H,-268.51790124,49,1,1.7068540800000038
41484,mp-984876,"(2, 1, 0)",1,90423983501299385769012_Ba2Pd2O5_mp-984876_hzmKxygJtO_hCPmxN0h9l,Ba2Pd2O5,41936,C,-258.21569108,47,1,2.5577167399999956
27246,mp-984876,"(1, 1, 3)",2,Ba2Pd2O5_mp-984876_PveM2AVtXz_AW6CqIfK6X,Ba2Pd2O5,31646,C,-519.09645162,92,2,-2.3728165900000073
9664,mp-984876,"(3, 1, 0)",3,Ba2Pd2O5_mp-984876_2RUK7qNICt_2CFLRC9D1W,Ba2Pd2O5,17747,N,-453.89890417,80,3,1.4908313866666774
43302,mp-984876,"(2, 1, 0)",2,90423983501299385769012_Ba2Pd2O5_mp-984876_hzmKxygJtO_QWtwxXqLd6,Ba2Pd2O5,41936,CO,-287.24680598,50,2,-2.1116990799999904
41297,mp-984876,"(2, 1, 2)",1,123212059559_Ba2Pd2O5_mp-984876_xsjCY5vt23_niYPneJbeE,Ba2Pd2O5,43446,HO2,-259.14751145,47,1,4.0699774299999625
37840,mp-984876,"(3, 1, 0)",1,Ba2Pd2O5_mp-984876_2RUK7qNICt_YaJA5bot1y,Ba2Pd2O5,17747,H2O,-448.18635188,80,1,-0.5109535500000053
19811,mp-984876,"(2, 1, 0)",2,Ba2Pd2O5_mp-984876_WGWnRLbVeC_mzsCy8FTSN,Ba2Pd2O5,8424,O,-290.44835003,52,2,1.438632440000017
24967,mp-984876,"(2, 1, 2)",1,Ba2Pd2O5_mp-984876_pKubSkhLKu_w7u010uYjB,Ba2Pd2O5,1262,CO,-285.09094277,50,1,-3.4611874500000077
40565,mp-984876,"(2, 1, 0)",2,Ba2Pd2O5_mp-984876_WGWnRLbVeC_X09ZRPeR6D,Ba2Pd2O5,8424,OH,-299.05985243,54,2,0.5188812400000131
23333,mp-984876,"(1, 1, 3)",1,Ba2Pd2O5_mp-984876_PveM2AVtXz_cWiOVZXgtk,Ba2Pd2O5,31646,O2,-511.09167421,92,1,3.513144230000016
2056,mp-984876,"(2, 1, 0)",1,Ba2Pd2O5_mp-984876_WGWnRLbVeC_3xCPXwSgkT,Ba2Pd2O5,8424,O,-282.81611401,51,1,3.050500900000028
43516,mp-984876,"(2, 1, 0)",1,90423983530393683854_Ba2Pd2O5_mp-984876_3lnJ835lu6_UADU173jTv,Ba2Pd2O5,43361,N,-248.25390743,45,1,2.2465315800000116
12210,mp-984876,"(2, 1, 2)",2,Ba2Pd2O5_mp-984876_pKubSkhLKu_FPJn8iIIAt,Ba2Pd2O5,1262,H,-273.72048696,50,2,-0.054865819999998955
43432,mp-984876,"(2, 1, 0)",2,90423983530393683854_Ba2Pd2O5_mp-984876_3lnJ835lu6_vxM5GfDWIt,Ba2Pd2O5,43361,H2O,-271.95414563,50,2,-0.6503533100000087
45844,mp-984876,"(2, 1, 0)",2,90423983530393683854_Ba2Pd2O5_mp-984876_3lnJ835lu6_3XpbxBzv7k,Ba2Pd2O5,43361,O,-254.19774948,46,2,1.4558447650000055
44635,mp-984876,"(2, 1, 2)",2,123212059559_Ba2Pd2O5_mp-984876_xsjCY5vt23_gcxh7lfgSk,Ba2Pd2O5,43446,CO,-276.24990497,48,2,-0.8772080449999997
29874,mp-984876,"(2, 1, 2)",2,Ba2Pd2O5_mp-984876_pKubSkhLKu_YkVglyKP80,Ba2Pd2O5,1262,O,-275.97223078,50,2,2.89226227
44072,mp-984876,"(2, 1, 0)",1,90423983501299385769012_Ba2Pd2O5_mp-984876_hzmKxygJtO_ggPPG1bBw5,Ba2Pd2O5,41936,HO2,-268.69211396,49,1,3.0532938600000215
72236,mp-1214338,"(2, 1, 0)",1,BaPt3O4_mp-1214338_xHpn72Uo26_LfNao7dHDt,Ba2Pt6O8,80919,HO2,-587.81962151,101,1,-1.505094340000003
78545,mp-1214338,"(2, 2, 1)",1,BaPt3O4_mp-1214338_VxYtXRiGTj_choOJzXEOF,Ba2Pt6O8,79178,C,-533.99355696,92,1,1.0466062100000562
78812,mp-1214338,"(2, 1, 0)",4,BaPt3O4_mp-1214338_xHpn72Uo26_uDb8yo25iw,Ba2Pt6O8,80919,O,-591.28608998,102,4,1.6401092975000005
70197,mp-1214338,"(2, 1, 0)",3,BaPt3O4_mp-1214338_XRtSf5HKHN_GizWHZewbn,Ba2Pt6O8,76704,C,-596.07933044,101,3,-2.0260675833333472
74592,mp-1214338,"(1, 0, 0)",1,BaPt3O4_mp-1214338_eS9l6zQXKO_s2DAwvit77,Ba2Pt6O8,76167,H2O,-320.29792275,57,1,-4.959373990000012
78594,mp-1214338,"(1, 0, 0)",6,BaPt3O4_mp-1214338_eS9l6zQXKO_Xo3zn9sfYn,Ba2Pt6O8,76167,C,-351.46709633,60,6,-1.0612579283333368
69407,mp-1214338,"(1, 1, 1)",1,BaPt3O4_mp-1214338_1I8NwrUd5V_4A4Yfb1BMe,Ba2Pt6O8,73513,CO,-252.01074529,43,1,-0.07530314999999277
76208,mp-1214338,"(2, 2, 1)",5,BaPt3O4_mp-1214338_VxYtXRiGTj_yTEytI3aOs,Ba2Pt6O8,79178,O,-555.71815657,96,5,1.8570013200000033
75507,mp-1214338,"(2, 1, 0)",1,BaPt3O4_mp-1214338_xHpn72Uo26_Ckhzfd4wrX,Ba2Pt6O8,80919,H,-572.47083343,99,1,-1.0743062599999247
76495,mp-1214338,"(1, 1, 1)",1,BaPt3O4_mp-1214338_1I8NwrUd5V_wbEOyBTMnO,Ba2Pt6O8,73513,O2,-248.45085427,43,1,3.611587869999987
75870,mp-1214338,"(2, 2, 1)",3,BaPt3O4_mp-1214338_VxYtXRiGTj_QxhhE4EsGA,Ba2Pt6O8,79178,H,-537.11758866,94,3,0.24952483666667055
73847,mp-1214338,"(1, 1, 1)",1,BaPt3O4_mp-1214338_1I8NwrUd5V_8d4SEWwgor,Ba2Pt6O8,73513,O,-243.48154374,42,1,1.1218983999999885
73225,mp-1214338,"(1, 0, 0)",3,BaPt3O4_mp-1214338_eS9l6zQXKO_sLH3SzKpFX,Ba2Pt6O8,76167,H,-318.41444924,57,3,-2.3829668266666744
76307,mp-1214338,"(2, 1, 0)",2,BaPt3O4_mp-1214338_xHpn72Uo26_fhf5KeIH2Z,Ba2Pt6O8,80919,O,-580.24138771,100,2,1.3435697300000093
74441,mp-1214338,"(1, 0, 0)",1,BaPt3O4_mp-1214338_eS9l6zQXKO_sms2niNFQy,Ba2Pt6O8,76167,O,-312.53991568,55,1,-3.973366919999993
75580,mp-1214338,"(2, 2, 1)",4,BaPt3O4_mp-1214338_VxYtXRiGTj_40EUcpbhxi,Ba2Pt6O8,79178,N,-556.07504188,95,4,1.2172803225000184
77771,mp-1214338,"(2, 1, 0)",2,BaPt3O4_mp-1214338_xHpn72Uo26_jMET13HihX,Ba2Pt6O8,80919,O,-580.45939751,100,2,1.2345648300000072
70993,mp-1214338,"(1, 1, 1)",1,BaPt3O4_mp-1214338_1I8NwrUd5V_qJT97qFjSn,Ba2Pt6O8,73513,H2O,-252.47959445,44,1,-1.1041523100000123
72053,mp-1214338,"(2, 1, 0)",1,BaPt3O4_mp-1214338_XRtSf5HKHN_DQrP459eyr,Ba2Pt6O8,76704,O,-573.30571048,99,1,2.1584172099999783
42781,mp-867133,"(2, 1, 0)",1,90423983570956_Ba2Sc2O5_mp-867133_BlCrWp6r0A_A2rhvZdRdQ,Ba2Sc2O5,45593,O,-330.29237411,45,1,-3.663253440000009
43702,mp-867133,"(3, 1, 0)",1,90423983534_Ba2Sc2O5_mp-867133_BflojRiT4Z_1BUuyZWAFX,Ba2Sc2O5,40991,CO,-496.79201545,68,1,-2.2376859100000352
41885,mp-867133,"(1, 0, 1)",2,90423983534_Ba2Sc2O5_mp-867133_DMxJHBlohK_KkSOVD7VZ7,Ba2Sc2O5,44375,H,-346.47830388,48,2,-0.4157592399999954
44152,mp-867133,"(3, 1, 0)",2,90423983534_Ba2Sc2O5_mp-867133_BflojRiT4Z_qpcMbxCTOF,Ba2Sc2O5,40991,OH,-506.37243256,70,2,-2.4595515100000114
45090,mp-867133,"(2, 1, 0)",2,90423983570956_Ba2Sc2O5_mp-867133_BlCrWp6r0A_LS52jD8zfH,Ba2Sc2O5,45593,O,-334.72365291,46,2,-0.31776611999999105
44031,mp-867133,"(1, 0, 1)",1,90423983534_Ba2Sc2O5_mp-867133_DMxJHBlohK_nMb2B6sSh1,Ba2Sc2O5,44375,HO2,-363.25656113,49,1,-6.077775730000017
45616,mp-867133,"(2, 1, 0)",2,90423983570956_Ba2Sc2O5_mp-867133_BlCrWp6r0A_9lJo7yTRpj,Ba2Sc2O5,45593,H2O,-349.06339833,50,2,-0.7156388299999836
81477,mp-6989,"(1, 2, -1)",1,1007915_BaSeO3_mp-6989_bIkIMx3eO6_cnU03x6pZ5,Ba2Se2O6,82924,OH,-363.02068039,62,1,-4.39167058000001
27268,mp-6989,"(1, 1, 0)",1,BaSeO3_mp-6989_zeWcrOC9LQ_85iv9gG4ta,Ba2Se2O6,22723,H,-428.04343237,75,1,1.021856610000019
45959,mp-6989,"(1, 0, 0)",1,2411243514_BaSeO3_mp-6989_OGVsxOJgG0_Jl2TeMljKh,Ba2Se2O6,42705,H2O,-318.82645641,57,1,0.4007762699999997
17022,mp-6989,"(1, 1, 0)",2,BaSeO3_mp-6989_zeWcrOC9LQ_moEJk6KfQW,Ba2Se2O6,22723,O,-437.24863668,76,2,1.6743261500000095
25212,mp-6989,"(1, 1, 0)",1,BaSeO3_mp-6989_zeWcrOC9LQ_3aJm8ThiD7,Ba2Se2O6,22723,H2O,-440.63391281,77,1,-0.7236238300000029
9343,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_nXTMC0eqKn_8QxpPOwWA6,Ba2Se2O6,26466,H2O,-410.43393526,73,1,-0.7027381299999949
82856,mp-6989,"(1, 2, -1)",2,1007915_BaSeO3_mp-6989_bIkIMx3eO6_mnqFnJUdA9,Ba2Se2O6,82924,O,-360.64827305,62,2,1.0268683799999927
34889,mp-6989,"(1, 1, 0)",1,BaSeO3_mp-6989_zeWcrOC9LQ_61gc3tv769,Ba2Se2O6,22723,CO,-442.95576719,76,1,-2.485478209999993
16878,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_zeSoOPOU9B_2d4lXjjSsD,Ba2Se2O6,1158,CO,-409.85960269,72,1,0.34819573999999776
27961,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_zeSoOPOU9B_KfhyGkTenM,Ba2Se2O6,1158,O2,-406.38602773,72,1,3.9487706999999475
26103,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_nXTMC0eqKn_pNHUNf11RL,Ba2Se2O6,26466,C,-401.14335313,71,1,1.6888440000000235
44252,mp-6989,"(2, 1, -2)",2,414325470_BaSeO3_mp-6989_6Uq5BlgSZK_UcjMmspKMT,Ba2Se2O6,41263,H,-324.02278509,56,2,-1.3368580450000094
83078,mp-6989,"(1, 2, 1)",1,1016015_BaSeO3_mp-6989_an4WNYX4yv_lcPsRPoTdS,Ba2Se2O6,82610,H,-471.4757908,81,1,-2.2844790800000068
30034,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_zeSoOPOU9B_mGfLjQPD5e,Ba2Se2O6,1158,H2O,-409.78288076,73,1,-0.13508233000004033
36853,mp-6989,"(1, 1, 0)",1,BaSeO3_mp-6989_zeWcrOC9LQ_oJAnjRKk3I,Ba2Se2O6,22723,HO2,-443.29958668,77,1,0.683702300000018
44168,mp-6989,"(1, 0, 0)",1,2411243514_BaSeO3_mp-6989_OGVsxOJgG0_dEd5tQ6iwl,Ba2Se2O6,42705,HO2,-320.0633856,57,1,3.236847079999986
9451,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_nXTMC0eqKn_1t0bZBzP8E,Ba2Se2O6,26466,O2,-405.76852458,72,1,4.649672549999984
29389,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_nXTMC0eqKn_KnluEjmN5N,Ba2Se2O6,26466,H,-398.19253619,71,1,0.6936609400000053
36143,mp-6989,"(0, 2, 1)",1,BaSeO3_mp-6989_zeSoOPOU9B_3KN9hfjkzF,Ba2Se2O6,1158,N,-401.89521137,71,1,1.830587059999944
44992,mp-6989,"(1, 0, 0)",1,2411243514_BaSeO3_mp-6989_OGVsxOJgG0_ueYAntT3eR,Ba2Se2O6,42705,O,-310.05953443,55,1,2.395698250000006
4724,mp-6989,"(0, 2, 1)",4,BaSeO3_mp-6989_zeSoOPOU9B_10LBAqiefK,Ba2Se2O6,1158,C,-419.80402571,74,4,1.235193179999988
32175,mp-9478,"(2, -1, 2)",2,BaSi4O9_mp-9478_LoBMu1HNIx_HnncH44Jzd,Ba2Si8O18,28331,O,-845.79300288,114,2,0.03153289999999842
7955,mp-9478,"(2, -1, 2)",3,BaSi4O9_mp-9478_2LUMBse5NZ_c76Rm2Dmu0,Ba2Si8O18,31228,C,-857.71127483,115,3,-1.5950462300000119
38228,mp-9478,"(2, -1, 2)",1,BaSi4O9_mp-9478_Hlf77eO03A_kajHsStGgq,Ba2Si8O18,36446,HO2,-846.79281494,115,1,2.446438710000077
13778,mp-9478,"(2, -1, 2)",1,BaSi4O9_mp-9478_Hlf77eO03A_iyjdqeobex,Ba2Si8O18,36446,OH,-841.02109805,114,1,0.7591556000000708
34404,mp-9478,"(2, -1, 2)",7,BaSi4O9_mp-9478_Hlf77eO03A_aLrhGCIM7z,Ba2Si8O18,36446,H,-863.9273368,119,7,-1.3271547357142832
31265,mp-9478,"(1, 1, 1)",1,BaSi4O9_mp-9478_QboG6TuigM_qKXLrSudSq,Ba2Si8O18,15638,CO,-851.93418985,113,1,-0.04495857000000214
36250,mp-9478,"(2, -1, 2)",4,BaSi4O9_mp-9478_LoBMu1HNIx_xVJeIKQe0G,Ba2Si8O18,28331,O,-850.56761309,116,4,2.551613897500001
39730,mp-9478,"(2, -1, 2)",1,BaSi4O9_mp-9478_LoBMu1HNIx_cWQj3Ucv1B,Ba2Si8O18,28331,H2O,-845.62157879,115,1,-0.45251010999992936
7694,mp-9478,"(2, -1, 2)",3,BaSi4O9_mp-9478_2LUMBse5NZ_JbkK31yqgk,Ba2Si8O18,31228,H,-847.3260976,115,3,-2.0793204866666932
35003,mp-9478,"(1, 1, 1)",1,BaSi4O9_mp-9478_QboG6TuigM_48BNicZ1cN,Ba2Si8O18,15638,OH,-850.94929836,113,1,-3.0060670799998945
36258,mp-9478,"(2, -1, 2)",1,BaSi4O9_mp-9478_2LUMBse5NZ_W1kyDJ1Xo1,Ba2Si8O18,31228,CO,-845.74996373,114,1,-0.028827590000044978
82198,mp-769349,"(1, 1, 1)",1,1012688_BaTa6O16_mp-769349_WHQzcxfioO_9oJbiokC6A,Ba2Ta12O32,81596,OH,-508.29856002,55,1,-2.0135988300000065
77731,mp-769349,"(0, 1, 1)",7,BaTa6O16_mp-769349_rMP0C3pVvW_wzek0Pivu9,Ba2Ta12O32,68922,O,-1068.10716699,118,7,2.587704185714273
77832,mp-769349,"(0, 1, 2)",1,BaTa6O16_mp-769349_7jl1VjmL9c_pF3YennkZm,Ba2Ta12O32,75651,H,-1747.62941578,188,1,-2.355787180000074
78121,mp-769349,"(0, 1, 1)",1,BaTa6O16_mp-769349_rMP0C3pVvW_lDht3lg1sP,Ba2Ta12O32,68922,H2O,-1047.65027313,114,1,0.5888231599999525
76035,mp-769349,"(0, 1, 2)",1,BaTa6O16_mp-769349_7jl1VjmL9c_g03Z39AZaF,Ba2Ta12O32,75651,H2O,-1756.75197068,190,1,-0.6333420800001424
72388,mp-769349,"(0, 2, 1)",5,BaTa6O16_mp-769349_PnDs6y7ESi_593FFOTeHJ,Ba2Ta12O32,69932,O,-463.40426222,52,5,1.0344259999999934
78606,mp-769349,"(0, 2, 1)",1,BaTa6O16_mp-769349_PnDs6y7ESi_DfZa1OsDvJ,Ba2Ta12O32,69932,H2O,-449.59544844,50,1,-4.083056219999998
71263,mp-769349,"(0, 1, 1)",7,BaTa6O16_mp-769349_rMP0C3pVvW_704SMJV8nI,Ba2Ta12O32,68922,H,-1053.15475543,118,7,0.6507629799999844
70844,mp-769349,"(0, 1, 1)",1,BaTa6O16_mp-769349_rMP0C3pVvW_AW9a63lFIO,Ba2Ta12O32,68922,CO,-1048.74145176,113,1,0.057644529999894445
82202,mp-769349,"(1, 1, 1)",2,1012688_BaTa6O16_mp-769349_WHQzcxfioO_4OKXo6Q9CN,Ba2Ta12O32,81596,O,-515.64817138,55,2,-2.6451050949999946
35137,mp-504457,"(1, 0, 0)",1,BaTi6O13_mp-504457_zk8P11UdT3_tlA2OHtLPi,Ba2Ti12O26,12723,CO,-629.62802047,74,1,-1.4293482400000208
15391,mp-504457,"(1, 0, 0)",1,BaTi6O13_mp-504457_zk8P11UdT3_cyZzVWhcLd,Ba2Ti12O26,12723,C,-622.23087029,73,1,-1.4911980599999817
16012,mp-504457,"(1, 0, 0)",2,BaTi6O13_mp-504457_zk8P11UdT3_9c7GCOsu7K,Ba2Ti12O26,12723,O,-633.19618758,74,2,-2.435257675000006
70255,mp-766314,"(0, 1, 0)",1,BaTi10O20_mp-766314_4qe2DBu9qt_NIwRAEmfis,Ba2Ti20O40,78846,CO,-817.85119388,94,1,-0.07442485999996151
76521,mp-766314,"(0, 1, 0)",2,BaTi10O20_mp-766314_4qe2DBu9qt_XEkXULvyKM,Ba2Ti20O40,78846,O,-814.08857956,94,2,1.9075947300000244
72201,mp-766314,"(0, 1, 0)",7,BaTi10O20_mp-766314_4qe2DBu9qt_MmEo51DBRv,Ba2Ti20O40,78846,O,-838.46036049,99,7,2.391201218571435
72192,mp-766314,"(0, 1, 0)",1,BaTi10O20_mp-766314_4qe2DBu9qt_oBNqWcxQyO,Ba2Ti20O40,78846,OH,-816.1533264,94,1,-2.3225573799999495
15090,mp-773131,"(0, 0, 1)",6,BaTi14O28_mp-773131_cQ3On7HJew_p8jFIFm0yE,Ba2Ti28O56,22047,H,-1035.64589803,122,6,0.12988834166668065
27599,mp-773131,"(0, 0, 1)",3,BaTi14O28_mp-773131_cQ3On7HJew_BVlZRKFWa7,Ba2Ti28O56,22047,N,-1034.22883297,119,3,2.2691317033333314
1338,mp-29037,"(0, 1, 1)",1,BaV3O8_mp-29037_2t4debMYwJ_uOFiyFyOkK,Ba2V6O16,29962,C,-670.54591522,91,1,5.658905420000003
19676,mp-29037,"(0, 1, 1)",1,BaV3O8_mp-29037_2t4debMYwJ_B4odDE1XLF,Ba2V6O16,29962,CO,-681.35948119,92,1,2.30433944999999
1024,mp-29037,"(0, 1, 1)",2,BaV3O8_mp-29037_fvBLrlcVc6_FdIdxXrqWs,Ba2V6O16,30223,O,-690.49352413,94,2,1.2840421449999972
25203,mp-29037,"(0, 1, 1)",1,BaV3O8_mp-29037_2t4debMYwJ_oOwLXfLsUt,Ba2V6O16,29962,H2O,-683.37085933,93,1,-0.2670386900000441
25801,mp-29037,"(2, 1, 0)",1,BaV3O8_mp-29037_V1nkUxDQF1_6TCcws9NJF,Ba2V6O16,80052,C,-637.63489159,87,1,5.377583379999925
44638,mp-1078915,"(1, 1, 0)",1,90423983534_Ba3CaO4_mp-1078915_tTwEZorNHS_OercTwk136,Ba3Ca1O4,79927,HO2,-195.62526455,37,1,-5.6616405700000065
6556,mp-1078915,"(1, 0, 0)",5,Ba3CaO4_mp-1078915_cqfewPB4hj_7N0xAaNlXI,Ba3Ca1O4,24828,H,-392.53842995,69,5,-0.24488592600000772
32328,mp-1078915,"(2, 2, 1)",1,Ba3CaO4_mp-1078915_L7rSQEF3sA_6bNMwESXGp,Ba3Ca1O4,36413,CO,-425.76191969,74,1,-0.12230794999998906
3573,mp-1078915,"(2, 1, 1)",1,Ba3CaO4_mp-1078915_D9bVvY5XlI_jiFal0x2aO,Ba3Ca1O4,15745,OH,-384.80898275,66,1,-0.9229927499999633
1675,mp-1078915,"(2, 1, 1)",2,Ba3CaO4_mp-1078915_D9bVvY5XlI_FTsFPOF1Hs,Ba3Ca1O4,15745,O,-383.84950579,66,2,2.054742104999999
28034,mp-1078915,"(2, 1, 1)",1,Ba3CaO4_mp-1078915_D9bVvY5XlI_fcfnd13rXg,Ba3Ca1O4,15745,O,-378.92701779,65,1,1.5729722100000423
42557,mp-1078915,"(1, 1, 0)",1,90423983534_Ba3CaO4_mp-1078915_tTwEZorNHS_aAC5DEesou,Ba3Ca1O4,79927,OH,-185.6995733,36,1,-3.1949493200000063
34200,mp-1078915,"(1, 0, 0)",1,Ba3CaO4_mp-1078915_cqfewPB4hj_iGKqqwpq87,Ba3Ca1O4,24828,N,-381.82261786,65,1,0.8703824600000036
42654,mp-1078915,"(1, 1, 0)",8,90423983534_Ba3CaO4_mp-1078915_tTwEZorNHS_sAIkH72DQv,Ba3Ca1O4,79927,H,-203.62026873,42,8,-0.6090805937499999
4244,mp-1078915,"(1, 0, 0)",1,Ba3CaO4_mp-1078915_cqfewPB4hj_msPVSxf9UQ,Ba3Ca1O4,24828,H2O,-391.7422492,67,1,-3.1272488800000193
7709,mp-1078915,"(2, 1, 1)",1,Ba3CaO4_mp-1078915_D9bVvY5XlI_gUcydF3Aot,Ba3Ca1O4,15745,H2O,-387.33674964,67,1,-0.0647596399999717
42658,mp-19086,"(1, 0, 0)",1,123212059559_BaCoO2_mp-19086_UPMfqWj8OP_6PWBgGlnHe,Ba3Co3O6,43168,C,-173.00889426,29,1,-2.9382706100000116
40751,mp-19086,"(2, -1, 2)",1,BaCoO2_mp-19086_HNioewzc68_fC41nBlgXk,Ba3Co3O6,14543,CO,-439.94449782,74,1,-0.06304223999995529
2848,mp-19086,"(1, 0, 0)",2,BaCoO2_mp-19086_nd9ToyvgDk_dLnSNNwRho,Ba3Co3O6,38283,O,-229.25993124,42,2,-0.8226730499999952
30830,mp-19086,"(1, 0, 0)",1,BaCoO2_mp-19086_wqphmzERKB_IuUL6M8Rhs,Ba3Co3O6,26373,O,-221.45580577,41,1,-3.4139967200000036
7676,mp-19086,"(2, -1, 2)",2,BaCoO2_mp-19086_HNioewzc68_ic0YeU3U6z,Ba3Co3O6,14543,O,-438.26180197,74,2,0.8733268050000014
3159,mp-19086,"(1, 0, 0)",1,BaCoO2_mp-19086_wqphmzERKB_dfkc9iSVnY,Ba3Co3O6,26373,C,-217.3453157,41,1,0.5694933500000223
30670,mp-19086,"(1, 1, 1)",1,BaCoO2_mp-19086_zDhKjbt8KX_twssS8v4Em,Ba3Co3O6,18768,O,-148.47496546,26,1,2.1641713799999955
41169,mp-19086,"(1, 0, 0)",2,123212059559_BaCoO2_mp-19086_UPMfqWj8OP_xPReC1DKoh,Ba3Co3O6,43168,N,-177.8801116,30,2,0.7382560250000001
11369,mp-19086,"(1, 1, 1)",1,BaCoO2_mp-19086_zDhKjbt8KX_o1NWaQFWkO,Ba3Co3O6,18768,O2,-155.73902179,27,1,2.3591150499999785
2077,mp-19086,"(1, 1, 1)",2,BaCoO2_mp-19086_zDhKjbt8KX_wZYuiXFALr,Ba3Co3O6,18768,O,-155.40835719,27,2,1.344889824999992
13014,mp-19086,"(1, 1, 1)",1,BaCoO2_mp-19086_zDhKjbt8KX_Hz9RpU05cG,Ba3Co3O6,18768,H2O,-158.23535182,28,1,-0.8242149800000167
